,promotionid,itemid,modelid,promotion_price,rebate,discount_percent,start_time,end_time
24220,2000002887,234042285,288622147,199,191,0.48974359,23/11/17 22:00,24/11/17 12:00
24222,2000002887,76430970,0,699,281,0.286734694,23/11/17 22:00,24/11/17 12:00
24223,2000002887,663778833,553083590,2299,581,0.201736111,23/11/17 22:00,24/11/17 12:00
24233,2000002887,320809837,229660260,4380,4610,0.512791991,23/11/17 22:00,24/11/17 12:00
24237,2000002887,617535884,0,499,1149,0.697208738,23/11/17 22:00,24/11/17 12:00
24238,2000002887,556670462,425565340,850,1140,0.572864322,23/11/17 22:00,24/11/17 12:00
24240,2000002887,424550615,326668119,249,350,0.584307179,23/11/17 22:00,24/11/17 12:00
24241,2000002887,489787182,0,199,201,0.5025,23/11/17 22:00,24/11/17 12:00
24242,2000002887,612957636,456585053,549,531,0.491666667,23/11/17 22:00,24/11/17 12:00
24258,2000002887,511602698,0,1599,461,0.223786408,23/11/17 22:00,24/11/17 12:00
24259,2000002887,663220949,0,2180,1720,0.441025641,23/11/17 22:00,24/11/17 12:00
24260,2000002887,685346556,530691200,210,89,0.297658863,23/11/17 22:00,24/11/17 12:00
24262,2000002887,685346571,530691227,210,89,0.297658863,23/11/17 22:00,24/11/17 12:00
24266,2000002887,698039586,545211371,1049,150,0.125104254,23/11/17 22:00,24/11/17 12:00
24271,2000002890,678687801,522359615,1280,700,0.353535354,24/11/17 12:00,24/11/17 22:00
24278,2000002890,591510207,442718864,285,114,0.285714286,24/11/17 12:00,24/11/17 22:00
24282,2000002890,316208902,0,7190,1800,0.200222469,24/11/17 12:00,24/11/17 22:00
24283,2000002890,384032258,0,499,1899,0.791909925,24/11/17 12:00,24/11/17 22:00
24284,2000002890,647593407,487964340,99,50,0.33557047,24/11/17 12:00,24/11/17 22:00
24290,2000002890,578198932,436145161,245,104,0.297994269,24/11/17 12:00,24/11/17 22:00
24291,2000002890,83230064,555930316,369,295,0.444277108,24/11/17 12:00,24/11/17 22:00
24292,2000002890,30008364,0,240,59,0.197324415,24/11/17 12:00,24/11/17 22:00
24293,2000002890,682546325,527073913,2399,1091,0.31260745,24/11/17 12:00,24/11/17 22:00
24308,2000002890,672790800,514313266,1650,2330,0.585427136,24/11/17 12:00,24/11/17 22:00
24312,2000002890,102309284,0,3999,991,0.198597194,24/11/17 12:00,24/11/17 22:00
24313,2000002890,559209279,426569504,299,121,0.288095238,24/11/17 12:00,24/11/17 22:00
24322,2000002890,51249110,69931058,939,861,0.478333333,24/11/17 12:00,24/11/17 22:00
24324,2000002890,155954271,471093543,695,455,0.395652174,24/11/17 12:00,24/11/17 22:00
24327,2000002890,317147716,220758880,450,540,0.545454545,24/11/17 12:00,24/11/17 22:00
24330,2000002890,672583210,514081553,199,255,0.561674009,24/11/17 12:00,24/11/17 22:00
24333,2000002890,540726769,421356432,950,630,0.398734177,24/11/17 12:00,24/11/17 22:00
24339,2000002890,667278504,0,139,160,0.535117057,24/11/17 12:00,24/11/17 22:00
24341,2000002911,645260318,486555931,79,41,0.341666667,24/11/17 22:00,25/11/17 12:00
24343,2000002911,23989491,555845656,299,199,0.399598394,24/11/17 22:00,25/11/17 12:00
24345,2000002911,638133612,480685655,129,130,0.501930502,24/11/17 22:00,25/11/17 12:00
24350,2000002911,14260938,488215051,699,281,0.286734694,24/11/17 22:00,25/11/17 12:00
24351,2000002911,104004728,81071235,309,139,0.310267857,24/11/17 22:00,25/11/17 12:00
24352,2000002911,662411155,555645409,1299,781,0.375480769,24/11/17 22:00,25/11/17 12:00
24372,2000002911,683377641,554186620,1890,1360,0.418461538,24/11/17 22:00,25/11/17 12:00
24391,2000002911,55867227,41895157,190,109,0.364548495,24/11/17 22:00,25/11/17 12:00
24392,2000002911,470945851,0,1280,700,0.353535354,24/11/17 22:00,25/11/17 12:00
24400,2000002911,673216938,0,3990,1500,0.273224044,24/11/17 22:00,25/11/17 12:00
24401,2000002911,256145692,0,899,700,0.437773609,24/11/17 22:00,25/11/17 12:00
24402,2000002911,618242298,0,999,681,0.405357143,24/11/17 22:00,25/11/17 12:00
24409,2000002911,217177702,140368799,428,152,0.262068966,24/11/17 22:00,25/11/17 12:00
24422,2000002911,574670602,0,259,91,0.26,24/11/17 22:00,25/11/17 12:00
24423,2000002911,668038606,0,289,80,0.216802168,24/11/17 22:00,25/11/17 12:00
24424,2000002911,668038608,508029428,549,61,0.1,24/11/17 22:00,25/11/17 12:00
24427,2000002911,668041205,0,236,59,0.2,24/11/17 22:00,25/11/17 12:00
24433,2000002915,487500795,383142908,619,661,0.51640625,25/11/17 12:00,25/11/17 22:00
24449,2000002915,622383956,558853897,599,381,0.38877551,25/11/17 12:00,25/11/17 22:00
24453,2000002915,680145265,523855340,199,200,0.501253133,25/11/17 12:00,25/11/17 22:00
24458,2000002915,71850385,323984978,249,241,0.491836735,25/11/17 12:00,25/11/17 22:00
24470,2000002915,609905772,454209006,265,135,0.3375,25/11/17 12:00,25/11/17 22:00
24473,2000002915,184706286,452074834,790,409,0.341117598,25/11/17 12:00,25/11/17 22:00
24475,2000002915,672973689,555665338,1480,500,0.252525253,25/11/17 12:00,25/11/17 22:00
24480,2000002915,35396534,0,1478,1512,0.505685619,25/11/17 12:00,25/11/17 22:00
24482,2000002915,433812249,0,379,100,0.208768267,25/11/17 12:00,25/11/17 22:00
24483,2000002915,62518572,49330664,139,60,0.301507538,25/11/17 12:00,25/11/17 22:00
24485,2000002915,671013176,511939192,1799,700,0.280112045,25/11/17 12:00,25/11/17 22:00
24486,2000002915,599839601,0,960,240,0.2,25/11/17 12:00,25/11/17 22:00
24487,2000002915,643992071,485255269,999,781,0.438764045,25/11/17 12:00,25/11/17 22:00
24488,2000002915,667147616,506863138,349,641,0.647474747,25/11/17 12:00,25/11/17 22:00
24508,2000002915,577801478,435786771,499,200,0.286123033,25/11/17 12:00,25/11/17 22:00
24510,2000002915,373289163,277895040,349,90,0.20501139,25/11/17 12:00,25/11/17 22:00
24514,2000002915,675855201,518560572,1090,200,0.15503876,25/11/17 12:00,25/11/17 22:00
24516,2000002915,680176063,0,299,81,0.213157895,25/11/17 12:00,25/11/17 22:00
24517,2000002915,685346553,0,180,80,0.307692308,25/11/17 12:00,25/11/17 22:00
24520,2000002915,685346603,0,180,80,0.307692308,25/11/17 12:00,25/11/17 22:00
24521,2000002916,614191317,472462130,1450,830,0.364035088,25/11/17 22:00,26/11/17 12:00
24524,2000002916,20021642,0,3799,701,0.155777778,25/11/17 22:00,26/11/17 12:00
24526,2000002916,27027090,366790017,930,1250,0.573394495,25/11/17 22:00,26/11/17 12:00
24532,2000002916,126889368,556185677,550,150,0.214285714,25/11/17 22:00,26/11/17 12:00
24539,2000002916,637930698,480418501,469,230,0.329041488,25/11/17 22:00,26/11/17 12:00
24558,2000002916,82052163,443049083,1990,2000,0.501253133,25/11/17 22:00,26/11/17 12:00
24559,2000002916,615019278,0,499,501,0.501,25/11/17 22:00,26/11/17 12:00
24560,2000002916,107894510,154208490,249,474,0.65560166,25/11/17 22:00,26/11/17 12:00
24561,2000002916,663429172,503456032,299,381,0.560294118,25/11/17 22:00,26/11/17 12:00
24563,2000002916,153625870,547313006,199,101,0.336666667,25/11/17 22:00,26/11/17 12:00
24564,2000002916,574486371,434174695,170,60,0.260869565,25/11/17 22:00,26/11/17 12:00
24577,2000002916,654323724,0,100,40,0.285714286,25/11/17 22:00,26/11/17 12:00
24578,2000002916,685346562,0,180,80,0.307692308,25/11/17 22:00,26/11/17 12:00
24579,2000002916,685346580,0,180,80,0.307692308,25/11/17 22:00,26/11/17 12:00
24580,2000002916,685346589,0,180,80,0.307692308,25/11/17 22:00,26/11/17 12:00
24581,2000002916,685346599,0,180,80,0.307692308,25/11/17 22:00,26/11/17 12:00
24589,2000002917,657992808,0,1149,531,0.316071429,26/11/17 12:00,26/11/17 22:00
24592,2000002917,680855510,525029117,1290,600,0.317460317,26/11/17 12:00,26/11/17 22:00
24597,2000002917,12420521,511798612,299,100,0.250626566,26/11/17 12:00,26/11/17 22:00
24598,2000002917,389435658,294014267,1680,510,0.232876712,26/11/17 12:00,26/11/17 22:00
24611,2000002917,398866815,0,999,251,0.2008,26/11/17 12:00,26/11/17 22:00
24612,2000002917,57577407,43605517,499,151,0.232307692,26/11/17 12:00,26/11/17 22:00
24615,2000002917,588186683,441114439,399,385,0.491071429,26/11/17 12:00,26/11/17 22:00
24616,2000002917,408068818,0,1280,300,0.189873418,26/11/17 12:00,26/11/17 22:00
24617,2000002917,596692865,0,499,351,0.412941176,26/11/17 12:00,26/11/17 22:00
24618,2000002917,648041581,488408686,299,201,0.402,26/11/17 12:00,26/11/17 22:00
24622,2000002917,468444463,0,2150,540,0.200743494,26/11/17 12:00,26/11/17 22:00
24628,2000002917,106807074,82937582,180,120,0.4,26/11/17 12:00,26/11/17 22:00
24630,2000002917,672632897,514540562,850,230,0.212962963,26/11/17 12:00,26/11/17 22:00
24632,2000002917,617537112,459836408,299,121,0.288095238,26/11/17 12:00,26/11/17 22:00
24633,2000002917,654323722,0,100,40,0.285714286,26/11/17 12:00,26/11/17 22:00
24635,2000002917,675855184,518560556,499,691,0.580672269,26/11/17 12:00,26/11/17 22:00
24642,2000002917,685346564,530691220,210,89,0.297658863,26/11/17 12:00,26/11/17 22:00
24648,2000002918,675416385,517929395,149,51,0.255,26/11/17 22:00,27/11/17 12:00
24656,2000002918,473746845,414408737,489,401,0.450561798,26/11/17 22:00,27/11/17 12:00
24660,2000002918,644273676,556745222,599,389,0.393724696,26/11/17 22:00,27/11/17 12:00
24667,2000002918,698559072,0,790,1190,0.601010101,26/11/17 22:00,27/11/17 12:00
24668,2000002918,86363588,275205741,199,91,0.313793103,26/11/17 22:00,27/11/17 12:00
24673,2000002918,673608700,556707147,588,388,0.397540984,26/11/17 22:00,27/11/17 12:00
24674,2000002918,663773096,556271451,1519,571,0.273205742,26/11/17 22:00,27/11/17 12:00
24684,2000002918,67088654,95199207,670,150,0.182926829,26/11/17 22:00,27/11/17 12:00
24685,2000002918,653277852,494141934,235,85,0.265625,26/11/17 22:00,27/11/17 12:00
24686,2000002918,270173310,0,2900,1000,0.256410256,26/11/17 22:00,27/11/17 12:00
24687,2000002918,194841657,127948941,999,267,0.210900474,26/11/17 22:00,27/11/17 12:00
24688,2000002918,581250840,437843596,988,292,0.228125,26/11/17 22:00,27/11/17 12:00
24691,2000002918,707258032,556401917,990,350,0.26119403,26/11/17 22:00,27/11/17 12:00
24703,2000002918,709328901,559516302,799,481,0.37578125,26/11/17 22:00,27/11/17 12:00
24706,2000002918,529264071,0,449,241,0.349275362,26/11/17 22:00,27/11/17 12:00
24707,2000002918,557951035,0,1680,600,0.263157895,26/11/17 22:00,27/11/17 12:00
24715,2000002980,686053506,531801074,799,681,0.460135135,27/11/17 12:00,27/11/17 22:00
24719,2000002980,298033750,510202028,1599,551,0.25627907,27/11/17 12:00,27/11/17 22:00
24746,2000002980,670373836,511013975,688,592,0.4625,27/11/17 12:00,27/11/17 22:00
24747,2000002980,697618836,544822563,1290,900,0.410958904,27/11/17 12:00,27/11/17 22:00
24759,2000002980,41341432,0,188,300,0.614754098,27/11/17 12:00,27/11/17 22:00
24760,2000002980,703511954,552099283,320,180,0.36,27/11/17 12:00,27/11/17 22:00
24764,2000002980,509910705,401633586,129,120,0.481927711,27/11/17 12:00,27/11/17 22:00
24772,2000002980,272012610,0,1350,1140,0.457831325,27/11/17 12:00,27/11/17 22:00
24773,2000002980,701925565,549748160,268,330,0.551839465,27/11/17 12:00,27/11/17 22:00
24776,2000002980,673836967,515698133,197,49,0.199186992,27/11/17 12:00,27/11/17 22:00
24793,2000002980,218582476,141110383,1680,600,0.263157895,27/11/17 12:00,27/11/17 22:00
24795,2000002980,682966261,527720203,390,390,0.5,27/11/17 12:00,27/11/17 22:00
24799,2000002980,663171917,503212098,1280,2700,0.67839196,27/11/17 12:00,27/11/17 22:00
24801,2000002980,667427390,0,490,1490,0.752525253,27/11/17 12:00,27/11/17 22:00
24802,2000002980,685870728,531498057,880,800,0.476190476,27/11/17 12:00,27/11/17 22:00
24806,2000002980,382804687,0,200,99,0.331103679,27/11/17 12:00,27/11/17 22:00
24807,2000002980,681746493,526060957,190,109,0.364548495,27/11/17 12:00,27/11/17 22:00
24809,2000002980,685346546,0,180,80,0.307692308,27/11/17 12:00,27/11/17 22:00
24810,2000002980,685346605,0,180,80,0.307692308,27/11/17 12:00,27/11/17 22:00
24815,2000002980,632177821,551852122,399,399,0.5,27/11/17 12:00,27/11/17 22:00
24816,2000002981,2109933,567149664,299,298,0.499162479,27/11/17 22:00,28/11/17 12:00
24817,2000002981,676744345,519787481,1080,300,0.217391304,27/11/17 22:00,28/11/17 12:00
24820,2000002981,47250266,0,529,270,0.337922403,27/11/17 22:00,28/11/17 12:00
24821,2000002981,29385539,14184100,310,380,0.550724638,27/11/17 22:00,28/11/17 12:00
24825,2000002981,699612405,547600282,350,202,0.365942029,27/11/17 22:00,28/11/17 12:00
24827,2000002981,706282521,555399866,1335,355,0.210059172,27/11/17 22:00,28/11/17 12:00
24832,2000002981,396744177,301297602,179,71,0.284,27/11/17 22:00,28/11/17 12:00
24835,2000002981,668388093,508641269,1750,1030,0.370503597,27/11/17 22:00,28/11/17 12:00
24837,2000002981,75987730,60768547,279,70,0.200573066,27/11/17 22:00,28/11/17 12:00
24842,2000002981,710143186,560745501,299,100,0.250626566,27/11/17 22:00,28/11/17 12:00
24846,2000002981,529678778,0,3599,5391,0.599666296,27/11/17 22:00,28/11/17 12:00
24847,2000002981,672681553,0,399,226,0.3616,27/11/17 22:00,28/11/17 12:00
24848,2000002981,361583313,0,2980,2000,0.401606426,27/11/17 22:00,28/11/17 12:00
24849,2000002981,144760260,0,399,200,0.333889816,27/11/17 22:00,28/11/17 12:00
24850,2000002981,699705725,548118316,249,101,0.288571429,27/11/17 22:00,28/11/17 12:00
24865,2000002981,692012850,538017158,2786,1194,0.3,27/11/17 22:00,28/11/17 12:00
24874,2000002981,651607564,531058749,420,479,0.532814238,27/11/17 22:00,28/11/17 12:00
24883,2000002981,686899690,532832832,329,351,0.516176471,27/11/17 22:00,28/11/17 12:00
24885,2000002981,668509890,0,969,131,0.119090909,27/11/17 22:00,28/11/17 12:00
24887,2000002981,685346537,0,180,80,0.307692308,27/11/17 22:00,28/11/17 12:00
24888,2000002981,685346548,0,180,80,0.307692308,27/11/17 22:00,28/11/17 12:00
24891,2000003010,54756455,69920721,310,189,0.378757515,28/11/17 12:00,28/11/17 22:00
24892,2000003010,89069028,70777039,2399,1091,0.31260745,28/11/17 12:00,28/11/17 22:00
24904,2000003010,617786040,0,99,200,0.668896321,28/11/17 12:00,28/11/17 22:00
24905,2000003010,515848996,407355704,255,65,0.203125,28/11/17 12:00,28/11/17 22:00
24906,2000003010,704305962,569427591,999,681,0.405357143,28/11/17 12:00,28/11/17 22:00
24924,2000003010,219672415,141908407,550,2030,0.786821705,28/11/17 12:00,28/11/17 22:00
24929,2000003010,612553835,456201020,799,626,0.439298246,28/11/17 12:00,28/11/17 22:00
24932,2000003010,558395824,569575461,360,90,0.2,28/11/17 12:00,28/11/17 22:00
24936,2000003010,47586626,106705868,199,500,0.715307582,28/11/17 12:00,28/11/17 22:00
24938,2000003010,637493492,479780105,999,781,0.438764045,28/11/17 12:00,28/11/17 22:00
24942,2000003010,115552668,0,599,751,0.556296296,28/11/17 12:00,28/11/17 22:00
24943,2000003010,701862123,549672408,299,461,0.606578947,28/11/17 12:00,28/11/17 22:00
24946,2000003010,675993617,0,159,197,0.553370787,28/11/17 12:00,28/11/17 22:00
24947,2000003010,416828702,319942982,1890,1060,0.359322034,28/11/17 12:00,28/11/17 22:00
24956,2000003010,687532134,0,580,1620,0.736363636,28/11/17 12:00,28/11/17 22:00
24957,2000003010,529583699,0,2690,2300,0.460921844,28/11/17 12:00,28/11/17 22:00
24958,2000003010,627889737,0,219,231,0.513333333,28/11/17 12:00,28/11/17 22:00
24959,2000003010,627889783,0,219,231,0.513333333,28/11/17 12:00,28/11/17 22:00
24960,2000003010,654323721,0,100,40,0.285714286,28/11/17 12:00,28/11/17 22:00
24961,2000003010,668042398,0,179,61,0.254166667,28/11/17 12:00,28/11/17 22:00
24962,2000003010,664179271,504215716,169,130,0.434782609,28/11/17 12:00,28/11/17 22:00
24974,2000003011,685059079,530259943,1390,700,0.33492823,28/11/17 22:00,29/11/17 12:00
24977,2000003011,704080979,552527227,299,200,0.400801603,28/11/17 22:00,29/11/17 12:00
24978,2000003011,663680280,503703148,290,200,0.408163265,28/11/17 22:00,29/11/17 12:00
24983,2000003011,653003418,493868862,379,321,0.458571429,28/11/17 22:00,29/11/17 12:00
24984,2000003011,704719997,553213629,129,70,0.351758794,28/11/17 22:00,29/11/17 12:00
24999,2000003011,702024761,549910647,1212,1678,0.580622837,28/11/17 22:00,29/11/17 12:00
25012,2000003011,277156273,0,799,191,0.192929293,28/11/17 22:00,29/11/17 12:00
25020,2000003011,526263390,415018186,199,100,0.334448161,28/11/17 22:00,29/11/17 12:00
25023,2000003011,646440855,487310354,890,390,0.3046875,28/11/17 22:00,29/11/17 12:00
25027,2000003011,688467581,534674806,338,172,0.337254902,28/11/17 22:00,29/11/17 12:00
25030,2000003011,701944827,549774887,399,441,0.525,28/11/17 22:00,29/11/17 12:00
25034,2000003011,541136817,0,1399,1181,0.457751938,28/11/17 22:00,29/11/17 12:00
25035,2000003011,681896640,0,990,990,0.5,28/11/17 22:00,29/11/17 12:00
25036,2000003011,486494604,0,749,251,0.251,28/11/17 22:00,29/11/17 12:00
25037,2000003011,660786101,0,1099,600,0.353148911,28/11/17 22:00,29/11/17 12:00
25038,2000003011,631793025,483469632,299,268,0.472663139,28/11/17 22:00,29/11/17 12:00
25040,2000003032,600052414,447026923,2150,940,0.30420712,29/11/17 12:00,29/11/17 22:00
25045,2000003032,403978757,0,998,665,0.399879735,29/11/17 12:00,29/11/17 22:00
25046,2000003032,70055190,350264629,599,400,0.4004004,29/11/17 12:00,29/11/17 22:00
25055,2000003032,673621535,515407657,398,101,0.20240481,29/11/17 12:00,29/11/17 22:00
25058,2000003032,40124196,23144535,1399,500,0.263296472,29/11/17 12:00,29/11/17 22:00
25065,2000003032,19603193,571580015,220,59,0.211469534,29/11/17 12:00,29/11/17 22:00
25073,2000003032,577213941,435396765,499,781,0.61015625,29/11/17 12:00,29/11/17 22:00
25076,2000003032,350962393,448896497,399,281,0.413235294,29/11/17 12:00,29/11/17 22:00
25087,2000003032,716871678,569263087,140,60,0.3,29/11/17 12:00,29/11/17 22:00
25089,2000003032,704434839,572349560,199,91,0.313793103,29/11/17 12:00,29/11/17 22:00
25090,2000003032,513695531,570668648,520,230,0.306666667,29/11/17 12:00,29/11/17 22:00
25104,2000003032,435930768,335449009,288,311,0.519198664,29/11/17 12:00,29/11/17 22:00
25105,2000003032,654323720,0,194,56,0.224,29/11/17 12:00,29/11/17 22:00
25106,2000003032,680176066,0,350,100,0.222222222,29/11/17 12:00,29/11/17 22:00
25107,2000003032,680176069,0,250,100,0.285714286,29/11/17 12:00,29/11/17 22:00
25110,2000003032,623697399,491480186,4800,8000,0.625,29/11/17 12:00,29/11/17 22:00
25123,2000003032,605735129,0,1580,1400,0.469798658,29/11/17 12:00,29/11/17 22:00
25124,2000003033,54709175,40404857,650,330,0.336734694,29/11/17 22:00,30/11/17 12:00
25131,2000003033,637043958,479235275,1280,700,0.353535354,29/11/17 22:00,30/11/17 12:00
25140,2000003033,698505106,545837088,449,231,0.339705882,29/11/17 22:00,30/11/17 12:00
25151,2000003033,699384801,547179633,1880,810,0.301115242,29/11/17 22:00,30/11/17 12:00
25157,2000003033,702506706,550698833,88,41,0.317829457,29/11/17 22:00,30/11/17 12:00
25177,2000003033,391956345,301905452,2680,1010,0.273712737,29/11/17 22:00,30/11/17 12:00
25178,2000003033,505467275,397917981,390,300,0.434782609,29/11/17 22:00,30/11/17 12:00
25189,2000003033,688968061,535155641,299,251,0.456363636,29/11/17 22:00,30/11/17 12:00
25191,2000003033,502424759,395079426,199,199,0.5,29/11/17 22:00,30/11/17 12:00
25198,2000003033,339544948,0,399,798,0.666666667,29/11/17 22:00,30/11/17 12:00
25199,2000003033,188879441,0,1390,1600,0.535117057,29/11/17 22:00,30/11/17 12:00
25204,2000003033,408979131,0,239,260,0.521042084,29/11/17 22:00,30/11/17 12:00
25208,2000003033,717077145,0,559,140,0.200286123,29/11/17 22:00,30/11/17 12:00
25209,2000003033,627889732,0,219,31,0.124,29/11/17 22:00,30/11/17 12:00
25210,2000003033,627889785,0,160,90,0.36,29/11/17 22:00,30/11/17 12:00
25215,2000003033,663205778,0,399,321,0.445833333,29/11/17 22:00,30/11/17 12:00
25222,2000003037,3290637,2711928,108,42,0.28,30/11/17 12:00,30/11/17 22:00
25223,2000003037,720343352,573206353,900,1490,0.623430962,30/11/17 12:00,30/11/17 22:00
25231,2000003037,83933511,0,530,220,0.293333333,30/11/17 12:00,30/11/17 22:00
25232,2000003037,671239764,0,499,200,0.286123033,30/11/17 12:00,30/11/17 22:00
25233,2000003037,100709392,78816745,2720,1060,0.28042328,30/11/17 12:00,30/11/17 22:00
25251,2000003037,44151987,26101706,3280,600,0.154639175,30/11/17 12:00,30/11/17 22:00
25256,2000003037,460689281,0,4000,1980,0.331103679,30/11/17 12:00,30/11/17 22:00
25257,2000003037,65239427,576184167,330,169,0.338677355,30/11/17 12:00,30/11/17 22:00
25261,2000003037,557049748,425664432,158,141,0.471571906,30/11/17 12:00,30/11/17 22:00
25267,2000003037,644433220,485738727,200,200,0.5,30/11/17 12:00,30/11/17 22:00
25269,2000003037,181083033,557288218,480,210,0.304347826,30/11/17 12:00,30/11/17 22:00
25279,2000003037,515191923,0,959,921,0.489893617,30/11/17 12:00,30/11/17 22:00
25280,2000003037,102426375,80029688,289,161,0.357777778,30/11/17 12:00,30/11/17 22:00
25289,2000003037,251015235,163062136,799,200,0.2002002,30/11/17 12:00,30/11/17 22:00
25291,2000003037,640141888,0,330,120,0.266666667,30/11/17 12:00,30/11/17 22:00
25292,2000003037,624884485,466379892,1099,391,0.262416107,30/11/17 12:00,30/11/17 22:00
25295,2000003037,631912759,474096883,479,241,0.334722222,30/11/17 12:00,30/11/17 22:00
25296,2000003038,606897134,452227775,1590,790,0.331932773,30/11/17 22:00,1/12/17 12:00
25310,2000003038,668594729,523279052,339,111,0.246666667,30/11/17 22:00,1/12/17 12:00
25313,2000003038,60699209,55478188,199,200,0.501253133,30/11/17 22:00,1/12/17 12:00
25319,2000003038,384622628,289671254,1890,1290,0.405660377,30/11/17 22:00,1/12/17 12:00
25321,2000003038,254122434,165328037,480,120,0.2,30/11/17 22:00,1/12/17 12:00
25323,2000003038,11602376,4409637,268,105,0.28150134,30/11/17 22:00,1/12/17 12:00
25325,2000003038,605470689,451022209,199,200,0.501253133,30/11/17 22:00,1/12/17 12:00
25332,2000003038,620347809,462290547,450,249,0.356223176,30/11/17 22:00,1/12/17 12:00
25333,2000003038,717044906,569493081,190,60,0.24,30/11/17 22:00,1/12/17 12:00
25335,2000003038,61092599,0,699,291,0.293939394,30/11/17 22:00,1/12/17 12:00
25336,2000003038,417456898,320548247,299,300,0.500834725,30/11/17 22:00,1/12/17 12:00
25337,2000003038,309079953,0,1999,981,0.329194631,30/11/17 22:00,1/12/17 12:00
25338,2000003038,484243117,380175214,959,241,0.200833333,30/11/17 22:00,1/12/17 12:00
25349,2000003038,255521568,0,6990,13000,0.650325163,30/11/17 22:00,1/12/17 12:00
25350,2000003038,691500553,576172882,380,180,0.321428571,30/11/17 22:00,1/12/17 12:00
25352,2000003038,138573782,571927921,490,690,0.584745763,30/11/17 22:00,1/12/17 12:00
25355,2000003038,529302731,416621720,459,739,0.616861436,30/11/17 22:00,1/12/17 12:00
25373,2000003038,367946752,0,299,100,0.250626566,30/11/17 22:00,1/12/17 12:00
25374,2000003038,679104099,522674873,1580,3100,0.662393162,30/11/17 22:00,1/12/17 12:00
25376,2000003038,667717915,507483505,1850,549,0.228845352,30/11/17 22:00,1/12/17 12:00
25379,2000003038,673108444,0,399,141,0.261111111,30/11/17 22:00,1/12/17 12:00
25382,2000003038,702437859,550567765,150,150,0.5,30/11/17 22:00,1/12/17 12:00
25385,2000003038,704700287,0,265,34,0.113712375,30/11/17 22:00,1/12/17 12:00
25386,2000003039,614888710,580085854,249,80,0.243161094,1/12/17 12:00,1/12/17 22:00
25387,2000003039,311564652,211449777,3599,901,0.200222222,1/12/17 12:00,1/12/17 22:00
25388,2000003039,8463098,2201244,299,100,0.250626566,1/12/17 12:00,1/12/17 22:00
25391,2000003039,648686188,0,369,130,0.260521042,1/12/17 12:00,1/12/17 22:00
25397,2000003039,223148836,144237390,180,119,0.397993311,1/12/17 12:00,1/12/17 22:00
25409,2000003039,724072685,578800731,300,198,0.397590361,1/12/17 12:00,1/12/17 22:00
25412,2000003039,27370845,23997960,570,219,0.27756654,1/12/17 12:00,1/12/17 22:00
25413,2000003039,618389546,460463202,115,65,0.361111111,1/12/17 12:00,1/12/17 22:00
25414,2000003039,672115470,513566143,1267,423,0.250295858,1/12/17 12:00,1/12/17 22:00
25419,2000003039,78724832,62865742,399,99,0.198795181,1/12/17 12:00,1/12/17 22:00
25443,2000003039,255482869,0,899,891,0.497765363,1/12/17 12:00,1/12/17 22:00
25444,2000003039,96224614,75639834,150,140,0.482758621,1/12/17 12:00,1/12/17 22:00
25448,2000003039,637662087,479999238,399,291,0.42173913,1/12/17 12:00,1/12/17 22:00
25450,2000003039,137082725,100056001,899,2261,0.715506329,1/12/17 12:00,1/12/17 22:00
25451,2000003039,685831636,531433984,2999,1901,0.387959184,1/12/17 12:00,1/12/17 22:00
25463,2000003039,396762025,0,350,230,0.396551724,1/12/17 12:00,1/12/17 22:00
25464,2000003039,320397736,0,1490,400,0.211640212,1/12/17 12:00,1/12/17 22:00
25465,2000003039,702437836,0,210,290,0.58,1/12/17 12:00,1/12/17 22:00
25466,2000003039,702437863,550567780,129,101,0.439130435,1/12/17 12:00,1/12/17 22:00
25470,2000003039,702437872,0,160,440,0.733333333,1/12/17 12:00,1/12/17 22:00
25471,2000003039,721690981,574817863,1489,210,0.123602119,1/12/17 12:00,1/12/17 22:00
25474,2000003040,132734,674862,489,210,0.300429185,1/12/17 22:00,2/12/17 12:00
25481,2000003040,17043027,544541243,450,450,0.5,1/12/17 22:00,2/12/17 12:00
25482,2000003040,202394611,155384566,459,240,0.343347639,1/12/17 22:00,2/12/17 12:00
25484,2000003040,114964243,0,780,810,0.509433962,1/12/17 22:00,2/12/17 12:00
25485,2000003040,699972394,568322189,235,64,0.214046823,1/12/17 22:00,2/12/17 12:00
25493,2000003040,702203522,550193497,1600,680,0.298245614,1/12/17 22:00,2/12/17 12:00
25504,2000003040,661727325,502201846,99,151,0.604,1/12/17 22:00,2/12/17 12:00
25514,2000003040,694258400,540414425,375,215,0.36440678,1/12/17 22:00,2/12/17 12:00
25518,2000003040,58541291,326860694,195,104,0.347826087,1/12/17 22:00,2/12/17 12:00
25520,2000003040,541288495,421616767,2952,738,0.2,1/12/17 22:00,2/12/17 12:00
25523,2000003040,420639782,0,699,650,0.481838399,1/12/17 22:00,2/12/17 12:00
25524,2000003040,95546791,75217861,159,80,0.334728033,1/12/17 22:00,2/12/17 12:00
25525,2000003040,706152070,555251773,2050,830,0.288194444,1/12/17 22:00,2/12/17 12:00
25530,2000003040,688304192,534223641,349,150,0.300601202,1/12/17 22:00,2/12/17 12:00
25550,2000003040,502267841,394912847,239,110,0.315186246,1/12/17 22:00,2/12/17 12:00
25564,2000003040,660864549,0,5899,1091,0.156080114,1/12/17 22:00,2/12/17 12:00
